word,n_occurence,n_title,n_question,ratio_capital,ratio_upper,ratio_before_ques,ratio_noun,ratio_around_kw_tag,ratio_around_kw_understand,ratio_around_kw_study,ratio_around_kw_introduction,ratio_around_kw_explain,ratio_around_kw_principle,ratio_around_kw_interpret,ratio_around_kw_difference,ratio_around_kw_book,ratio_around_kw_knowledge,mean_occur_in_title,mean_position_in_title,ratio_in_title_first,ratio_in_title_last,mean_occur_in_content,mean_position_in_content,ratio_in_content_first,ratio_in_content_last,mean_occur_in_question,is_end_with_s,is_end_with_ing,str_length,is_tag
formulae,5,0,4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.20000000000000001,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.25,0.59816805146073437,0.0,0.0,1.25,0,0,8,0
complaints,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.30031446540880502,0.0,0.0,1.0,1,0,10,0
proxies,6,0,2,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.32916123424597998,0.0,0.0,3.0,1,0,7,0
radioactive,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.88168573276387008,0.0,0.0,1.0,0,0,11,0
paytv,2,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.125,0.0,0.0,2.0,0,0,5,0
mkyfaggbrvcy,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.87713310580204773,0.0,0.0,1.0,0,0,12,0
ostensibly,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.88914027149321262,0.0,0.0,1.0,0,0,10,0
sigma,71,4,28,0.22535211267605634,0.070422535211267609,0.0,0.8190045248868778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.7142857142857143,0.25,0.25,5.208333333333333,0.54546791061902644,0.0,0.0,5.1600000000000001,0,0,5,0
combatting,2,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,1.0,0.053571428571428568,0.0,0.0,2.0,0,1,10,0
injqtcz,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
rsakeygeneration,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.67137809187279152,0.0,0.0,1.0,0,0,16,0
supposition,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.30769230769230771,0.0,0.0,1.0,0,0,11,0
lcznyfywn,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,9,0
decompositions,3,1,3,0.0,0.0,0.33333333333333331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333331,0.0,0.0,1.0,0.85999999999999999,0.0,0.5,1.5,1,0,14,0
threshold,134,29,89,0.18656716417910449,0.0,0.007462686567164179,0.41134751773049644,0.0,0.007462686567164179,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,1.0,0.57750410509031191,0.20689655172413793,0.13793103448275862,1.8333333333333333,0.50708656193800172,0.033333333333333333,0.0,2.1384615384615384,0,0,9,0
enthusiast,1,0,1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.21276595744680851,0.0,0.0,1.0,0,0,10,0
tjfae,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,5,0
ffde,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
helib,5,1,5,1.0,0.20000000000000001,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.50749721293199557,0.0,0.0,1.25,0,0,5,0
helix,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.19310344827586207,0.0,0.0,2.0,0,0,5,0
awareness,6,1,3,0.66666666666666663,0.0,0.33333333333333331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.5,0.49712879409351929,0.0,0.0,3.0,1,0,9,0
fda,1,0,1,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.53846153846153844,0.0,0.0,1.0,0,0,3,0
geq,30,0,20,0.0,0.0,0.0,0.8648648648648649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.55,0.56786770180080737,0.0,0.0,1.55,0,0,3,0
gev,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
get,1722,50,1332,0.019744483159117306,0.0052264808362369342,0.0023228803716608595,0.03718309859154929,0.0040650406504065045,0.018002322880371662,0.0,0.0,0.0023228803716608595,0.00058072009291521487,0.00058072009291521487,0.011033681765389082,0.0011614401858304297,0.0029036004645760743,1.0,0.44132756132756135,0.34000000000000002,0.0,1.578003120124805,0.54945228654656897,0.0054602184087363496,0.0093603744149765994,1.5836516424751719,0,0,3,0
geb,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.28467153284671531,0.0,0.0,1.0,0,0,3,0
unimportant,3,0,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.69555609225938897,0.0,0.0,1.0,0,0,11,0
fdb,0,0,0,,,,0.8,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
fde,5,0,4,1.0,1.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.25,0.40540335133031763,0.0,0.25,1.25,0,0,3,0
geo,2,0,1,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.59905660377358494,0.0,0.0,2.0,0,0,3,0
gen,53,2,28,0.90566037735849059,0.0,0.0,0.9574468085106383,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,1.0,0.54761904761904756,0.0,0.0,3.9230769230769229,0.37177838344938052,0.038461538461538464,0.038461538461538464,3.8518518518518516,0,0,3,0
gem,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.063492063492063489,0.0,0.0,1.0,0,0,3,0
gel,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
colossus,2,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.25632911392405061,0.0,0.0,2.0,1,0,8,0
malaysian,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,,0,0,1.0,0,0,9,0
synonyms,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.99604743083003955,0.0,0.0,1.0,1,0,8,0
morning,5,0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.4099201561962621,0.0,0.0,1.0,0,1,7,0
miles,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.65490196078431373,0.0,0.0,1.0,1,0,5,0
hknwyv,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,6,0
declared,14,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571428571425,0.0,0.0,0,,0,0,1.5555555555555556,0.54753886224817416,0.0,0.0,1.5555555555555556,0,0,8,0
encm,10,1,7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59999999999999998,0.0,0.0,2.1666666666666665,0.73300475627603279,0.0,0.0,2.3333333333333335,0,0,4,0
caam,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
enck,10,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.49757555557466959,0.0,0.0,3.0,0,0,4,0
declares,2,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.12159329140461216,0.0,0.0,1.0,1,0,8,0
encr,5,0,2,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,16.0,0.4850996336341703,0.0,0.0,16.0,0,0,4,0
seal,9,2,8,0.55555555555555558,0.55555555555555558,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.41666666666666663,1.0,0.0,1.5,0.49691571586316235,0.16666666666666666,0.0,1.8333333333333333,0,0,4,0
unaltered,10,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.54242510983737779,0.0,0.20000000000000001,2.0,0,0,9,0
emulating,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000001,1.0,0.0,1.0,0.4286089913972963,0.0,0.0,1.0,0,1,9,0
wonder,168,1,161,0.0,0.0,0.0,0.047619047619047616,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0059523809523809521,1.0,0.42857142857142855,0.0,0.0,1.125,0.50163481673565635,0.0625,0.0062500000000000003,1.1242236024844721,0,0,6,0
satisfying,38,2,34,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69999999999999996,0.0,0.5,1.125,0.46322419159454953,0.0,0.0,1.1875,0,1,10,0
vertical,6,0,5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0,,0,0,2.2000000000000002,0.53258144435966726,0.0,0.0,2.2000000000000002,0,0,8,0
label,15,0,12,0.066666666666666666,0.0,0.0,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5833333333333333,0.48637765866973148,0.0,0.0,1.5833333333333333,0,0,5,0
boundaries,7,0,7,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.43596276943686119,0.0,0.0,1.0,1,0,10,0
enough,661,21,560,0.0030257186081694403,0.0,0.060514372163388806,0.01195814648729447,0.0,0.025718608169440244,0.0,0.0,0.0075642965204236008,0.0,0.0015128593040847202,0.0030257186081694403,0.0,0.0060514372163388806,1.0476190476190477,0.66137566137566139,0.0,0.23809523809523808,1.1873840445269017,0.63069047892599228,0.0,0.046382189239332093,1.2058287795992715,0,0,6,0
interated,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.41176470588235292,0.0,0.0,1.0,0,0,9,0
radiated,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,1.0,0.4838709677419355,0.0,0.0,1.0,0,0,8,0
farts,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.73469387755102045,0.0,0.0,1.0,1,0,5,0
cautiously,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.69465648854961837,0.0,0.0,1.0,0,0,10,0
smooths,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.6095890410958904,0.0,0.0,1.0,1,0,7,0
infrastructure,27,4,23,0.22222222222222221,0.0,0.07407407407407407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.0,0.75,1.2105263157894737,0.47576103616933724,0.0,0.0,1.3500000000000001,0,0,14,0
august,4,0,4,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.69083388396254586,0.25,0.0,1.0,0,0,6,0
heterogeneous,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40000000000000002,0.0,0.0,5.0,0.47010309278350515,0.0,0.0,6.0,1,0,13,0
eaaaabiwaaaqea,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,14,0
dku,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.4251012145748988,0.0,0.0,1.0,0,0,3,0
img,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
buchmann,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.61904761904761907,0.0,0.0,1.0,0,0,8,0
blocklen,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.41293532338308458,0.0,0.0,1.0,0,0,8,0
dkg,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.61538461538461542,0.0,0.0,1.0,0,0,3,0
ilmaris,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.53257790368271951,0.0,0.0,1.0,1,0,7,0
cqobxgfq,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,8,0
hexmd,0,0,0,,,,0.5,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,5,0
firewall,5,0,4,0.20000000000000001,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.25,0.28473267758530652,0.25,0.0,1.25,0,0,8,0
spans,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.67745161237004348,0.0,0.0,1.0,1,0,5,0
rafail,2,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.1306190125276345,0.0,0.0,1.0,0,0,6,0
encrption,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.067796610169491525,0.0,0.0,1.0,0,0,9,0
considering,164,1,153,0.16463414634146342,0.0,0.0,0.0,0.0,0.0060975609756097563,0.0,0.0,0.0,0.0,0.0060975609756097563,0.018292682926829267,0.0,0.0060975609756097563,1.0,0.66666666666666663,0.0,0.0,1.0723684210526316,0.48543406044623777,0.13815789473684212,0.0065789473684210523,1.0718954248366013,0,1,11,0
calccrypto,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,10,0
tuning,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.19354838709677419,0.0,0.0,1.0,0,1,6,0
capable,39,1,37,0.0,0.0,0.0,0.025,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,1.0555555555555556,0.47629438384975703,0.0,0.0,1.0540540540540539,0,0,7,0
attaching,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.80046783625730988,0.0,0.0,1.0,0,1,9,0
transormations,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.3235294117647059,0.0,0.0,1.0,1,0,14,0
judging,3,0,3,0.33333333333333331,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.081422491477211048,0.33333333333333331,0.0,1.0,0,1,7,0
finial,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,,0,0,1.0,0,0,6,0
laptops,8,0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3333333333333333,0.29461602763250561,0.0,0.0,1.3333333333333333,1,0,7,0
dramatic,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.80000000000000004,0.0,0.0,0,,0,0,1.0,0,0,8,0
wake,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.26063829787234044,0.5,0.0,1.0,0,0,4,0
declaration,3,0,3,0.33333333333333331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.56543315125298643,0.0,0.0,1.0,0,0,11,0
realdigits,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,10,0
hardcore,17,2,11,0.23529411764705882,0.0,0.058823529411764705,0.6470588235294118,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.5,1.6666666666666667,0.42138733404988549,0.1111111111111111,0.1111111111111111,1.8888888888888888,0,0,8,0
sound,76,5,72,0.026315789473684209,0.0,0.14473684210526316,0.35064935064935066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.76071428571428579,0.0,0.40000000000000002,1.1940298507462686,0.57403700869187757,0.0,0.059701492537313432,1.2142857142857142,0,0,5,0
kappa,20,0,8,0.10000000000000001,0.0,0.0,0.559322033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000003,0.0,0.10000000000000001,0,,0,0,5.75,0.46483486302031957,0.0,0.0,5.75,0,0,5,0
ratchet,2,1,2,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.17948717948717949,0.0,0.0,5.0,0,0,7,0
promising,7,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.1666666666666667,0.29122266143254949,0.16666666666666666,0.0,1.1666666666666667,0,1,9,0
cancelled,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.50409864108494251,0.0,0.0,1.0,0,0,9,0
investigating,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.11787614374551809,0.125,0.0,1.0,0,1,13,0
falsified,3,0,3,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.37603120150289954,0.0,0.0,1.0,0,0,9,0
chaosmasking,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.3776223776223776,0.0,0.0,1.0,0,1,12,0
sleeping,2,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.75471698113207553,0.0,0.0,2.0,0,1,8,0
sudden,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.66666666666666663,0.0,0.0,1.75,0.47854207938953708,0.0,0.0,2.0,0,0,6,0
primitives,92,9,77,0.0,0.0,0.065217391304347824,0.9247311827956989,0.0,0.021739130434782608,0.010869565217391304,0.0,0.010869565217391304,0.0,0.0,0.021739130434782608,0.0,0.0,1.0,0.79629629629629628,0.0,0.55555555555555558,1.2205882352941178,0.49533268598685765,0.0,0.029411764705882353,1.2777777777777777,1,0,10,0
protein,2,0,1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.8491525423728814,0.0,0.0,3.0,0,0,7,0
unskillful,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.90476190476190477,0.0,0.0,1.0,0,0,10,0
sieving,5,2,5,0.20000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333331,0.5,0.0,1.0,0.55891159517927991,0.0,0.0,1.0,0,1,7,0
formulations,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.62780230978260865,0.0,0.0,1.0,1,0,12,0
compiling,4,0,4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.83345313263426912,0.0,0.25,1.0,0,1,9,0
extended,120,14,105,0.24166666666666667,0.0,0.0,0.0,0.0,0.0083333333333333332,0.0,0.0,0.016666666666666666,0.0,0.0,0.0083333333333333332,0.0,0.0,1.0,0.53960781282209846,0.071428571428571425,0.0,1.1648351648351649,0.5154656093655785,0.0,0.0,1.2903225806451613,0,0,8,0
assist,8,1,8,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.42857142857142855,0.0,0.0,1.0,0.55644424017881799,0.0,0.0,1.0,0,0,6,0
companion,3,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.41245421245421243,0.0,0.0,1.0,0,0,9,0
iythj,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,5,0
invariance,1,0,1,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.81818181818181823,0.0,0.0,2.0,0,0,10,0
qlqhkwokcfvua,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,13,0
identifiers,21,2,16,0.14285714285714285,0.0,0.047619047619047616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.3571428571428572,0.45478832964150573,0.0,0.0,1.3999999999999999,1,0,11,0
definiton,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59999999999999998,0.0,0.0,0,,0,0,1.0,0,0,9,0
ciui,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
ujh,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
consisted,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.30525493025493022,0.0,0.0,1.0,0,0,9,0
anddes,0,0,0,,,,0.5714285714285714,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,6,0
flavor,5,0,5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.55849306751250494,0.0,0.0,1.0,0,0,6,0
nam,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
wzzjzabb,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,8,0
clueless,5,1,5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.10852965124929428,0.0,0.0,1.0,1,0,8,0
meteorite,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.51181102362204722,0.0,0.0,1.0,0,0,9,0
windowsontheory,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,15,0
kohhli,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.69767441860465118,0.0,0.0,1.0,0,0,6,0
prefering,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.98333333333333328,0.0,0.0,1.0,0,1,9,0
credentials,38,2,27,0.10526315789473684,0.0,0.0,0.9743589743589743,0.0,0.026315789473684209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.5,1.4399999999999999,0.45891117767016726,0.0,0.0,1.52,1,0,11,0
avxiyxkq,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.71331058020477811,0.0,0.0,1.0,0,0,8,0
hfuylwwrbyqjbank,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,16,0
vertically,7,0,4,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.75,0.51483821314809641,0.0,0.0,1.75,0,0,10,0
