word,n_occurence,n_title,n_question,ratio_capital,ratio_upper,ratio_before_ques,ratio_noun,ratio_around_kw_tag,ratio_around_kw_understand,ratio_around_kw_study,ratio_around_kw_introduction,ratio_around_kw_explain,ratio_around_kw_principle,ratio_around_kw_interpret,ratio_around_kw_difference,ratio_around_kw_book,ratio_around_kw_knowledge,mean_occur_in_title,mean_position_in_title,ratio_in_title_first,ratio_in_title_last,mean_occur_in_content,mean_position_in_content,ratio_in_content_first,ratio_in_content_last,mean_occur_in_question,is_end_with_s,is_end_with_ing,str_length,is_tag
logistics,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.55555555555555558,0.0,0.5,1.0,1,0,9,0
uel,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
mediterranean,11,1,10,0.90909090909090906,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.83333333333333337,0.0,0.0,1.1111111111111112,0.36726495726495728,0.1111111111111111,0.0,1.2222222222222223,0,0,13,0
incidentally,6,0,6,0.66666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.69755873750911623,0.0,0.0,1.0,0,0,12,0
citiz,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.65000000000000002,0.0,0.0,1.0,0,0,5,0
index,17,1,12,0.0,0.0,0.17647058823529413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5454545454545454,0.51288206015579041,0.0,0.0,1.5,0,0,5,0
twine,15,2,8,0.066666666666666666,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.5,2.1666666666666665,0.46904225503296715,0.0,0.0,2.5,0,0,5,0
clearning,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.75862068965517238,0.0,0.0,1.0,0,1,9,0
anton,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.70588235294117652,0.0,0.0,1.0,0,0,5,0
analogously,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.62962962962962965,0.0,0.0,1.0,0,0,11,0
proffer,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.90909090909090906,0.0,0.0,1.0,0,0,7,0
firms,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.66529067767457861,0.0,0.0,1.0,1,0,5,0
bird,52,3,37,0.019230769230769232,0.0,0.11538461538461539,0.9824561403508771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.73333333333333339,0.0,0.66666666666666663,1.5294117647058822,0.56178399728133555,0.029411764705882353,0.11764705882352941,1.4864864864864864,0,0,4,0
lea,3,0,2,0.66666666666666663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5,0.38538091969800958,0.0,0.0,1.5,0,0,3,0
led,23,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.1818181818181819,0.5068440654579579,0.0,0.0,1.1818181818181819,0,0,3,0
lee,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.11904761904761904,0.0,0.0,1.0,0,0,3,0
leg,86,15,66,0.069767441860465115,0.0,0.034883720930232558,0.8160919540229885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,1.0,0.7338888888888887,0.0,0.26666666666666666,1.5490196078431373,0.39212086979929484,0.0,0.0,1.709090909090909,0,0,3,0
les,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.081081081081081086,0.0,0.0,2.0,1,0,3,0
let,694,24,604,0.1037463976945245,0.0,0.0,0.09419354838709677,0.0,0.0,0.0,0.0,0.0043227665706051877,0.0,0.0,0.001440922190201729,0.0,0.0,1.0,0.38209325396825394,0.375,0.0,1.3758620689655172,0.55231930813791763,0.010344827586206896,0.0,1.3908629441624365,0,0,3,0
ley,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.44871794871794873,0.0,0.0,1.0,0,0,3,0
shabbat,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.60952380952380958,0.0,0.0,1.0,0,0,7,0
engage,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.35897435897435898,0.0,0.0,1.0,0,0,6,0
insulin,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
residents,9,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,4.5,0.4975806451612903,0.0,0.0,4.5,1,0,9,0
microwavreable,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.50943396226415094,0.0,0.0,1.0,0,0,14,0
thiamine,2,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.49725817065145861,0.0,0.0,1.0,0,0,8,0
rellenos,3,0,2,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5,0.51341354723707666,0.0,0.0,1.5,1,0,8,0
dhokla,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.27009345794392525,0.0,0.0,1.0,0,0,6,0
standing,22,4,22,0.13636363636363635,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,1.0,0.49545454545454548,0.25,0.0,1.0,0.54783124657312177,0.055555555555555552,0.055555555555555552,1.2222222222222223,0,1,8,0
fissler,4,1,3,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000001,1.0,0.0,1.5,0.46239606953892665,0.0,0.0,2.0,0,0,7,0
whipping,136,25,105,0.058823529411764705,0.0,0.036764705882352942,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073529411764705881,0.0,0.0,1.0,0.67138095238095241,0.040000000000000001,0.16,1.4375,0.47070372843209396,0.025000000000000001,0.0,1.5909090909090908,0,1,8,0
capri,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.076923076923076927,0.0,0.0,1.0,0,0,5,0
doubt,56,0,54,0.0,0.0,0.0,0.7543859649122807,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.035714285714285712,0.0,0.0,0,,0,0,1.0555555555555556,0.61874396102002205,0.018518518518518517,0.018518518518518517,1.0555555555555556,0,0,5,0
soyapower,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.61538461538461542,0.0,0.0,1.0,0,0,9,0
chloride,33,6,22,0.27272727272727271,0.0,0.030303030303030304,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.67857142857142871,0.0,0.33333333333333331,1.625,0.47209817963360456,0.0,0.0,2.0625,0,0,8,0
portugese,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,,0,0,1.0,0,0,9,0
occurred,28,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.43451505205948976,0.0,0.0,1.0,0,0,8,0
labelled,21,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.1764705882352942,0.51589385766627216,0.0,0.0,1.1666666666666667,0,0,8,0
sharply,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.44444444444444442,0.0,0.0,1.0,0,0,7,0
casserole,114,26,94,0.078947368421052627,0.0,0.052631578947368418,0.7327586206896551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026315789473684209,0.0,0.0,1.0,0.70512543012543027,0.038461538461538464,0.26923076923076922,1.2941176470588236,0.47510567228715983,0.029411764705882353,0.014705882352941176,1.52,0,0,9,1
insists,10,0,10,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.43574481769548179,0.0,0.0,1.0,1,0,7,0
tbsp,223,3,130,0.24663677130044842,0.0089686098654708519,0.0044843049327354259,0.7165991902834008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42063492063492064,0.33333333333333331,0.0,1.7480314960629921,0.45431492752433766,0.0,0.0,1.7578125,0,0,4,0
reproduce,34,5,33,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40666666666666662,0.80000000000000004,0.20000000000000001,1.0357142857142858,0.53089799888455702,0.0,0.035714285714285712,1.096774193548387,0,0,9,0
drill,2,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.734375,0.0,0.0,1.0,0,0,5,0
tbsb,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.7142857142857143,0.0,0.0,1.0,0,0,4,0
bent,10,2,10,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.53861252120167058,0.0,0.0,1.25,0,0,4,0
spagbol,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.21568627450980393,0.0,0.0,1.0,0,0,7,0
depiction,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.61194029850746268,0.0,0.0,1.0,0,0,9,0
bend,16,2,14,0.125,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33750000000000002,0.0,0.0,1.3333333333333333,0.4585249697205232,0.0,0.083333333333333329,1.5,0,0,4,0
trumpet,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.94999999999999996,0.0,0.0,1.0,0,0,7,0
paws,10,1,2,0.20000000000000001,0.0,0.20000000000000001,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.5210027100271003,0.0,1.0,10.0,1,0,4,0
docking,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.22069597069597069,0.0,0.0,1.0,0,1,7,0
colorful,6,1,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.3538180091486689,0.20000000000000001,0.0,1.2,0,0,8,0
animal,68,6,52,0.073529411764705885,0.0,0.014705882352941176,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,1.1666666666666667,0.61515151515151512,0.16666666666666666,0.0,1.6304347826086956,0.48275998571148387,0.021739130434782608,0.0,1.7083333333333333,0,0,6,0
blocks,24,0,20,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0,,0,0,1.2,0.49357724757800414,0.0,0.0,1.2,1,0,6,0
aspiring,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.1768018018018018,0.0,0.0,1.0,0,1,8,0
educational,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.075187969924812026,0.0,0.0,1.0,0,0,11,0
demonstrating,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.44594842448919697,0.0,0.33333333333333331,1.0,0,1,13,0
efficiently,29,11,29,0.0,0.0,0.31034482758620691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.722943722943723,0.36363636363636365,0.63636363636363635,1.0,0.63554102580406091,0.0,0.1111111111111111,1.1153846153846154,0,0,11,0
untrimmed,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.44230769230769229,0.0,0.0,1.0,0,0,9,0
weevils,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,,0,0,1.0,1,0,7,0
prawns,37,10,26,0.054054054054054057,0.0,0.16216216216216217,0.972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.79000000000000004,0.0,0.5,1.6875,0.40529636962184701,0.0625,0.125,2.1764705882352939,1,0,6,0
allow,127,3,112,0.055118110236220472,0.0,0.007874015748031496,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.51111111111111118,0.0,0.0,1.165137614678899,0.6488949915737936,0.0,0.0,1.1711711711711712,0,0,5,0
lactate,9,0,6,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5,0.54620895078785148,0.0,0.0,1.5,0,0,7,0
alloy,4,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.57141840944657851,0.0,0.0,1.0,0,0,5,0
handmixing,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.28873239436619719,0.0,0.0,1.0,0,1,10,0
jigger,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.36363636363636365,0.0,0.0,1.0,0,0,6,0
unpalatable,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.50661349722792326,0.0,0.0,1.0,0,0,11,0
unpalatably,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.11214953271028037,0.0,0.0,1.0,0,0,11,0
overday,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.50284090909090917,0.0,0.0,1.0,0,0,7,0
recreating,11,3,11,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17500000000000002,1.0,0.0,1.0,0.53649410650308571,0.0,0.0,1.1000000000000001,0,1,10,0
spoiling,25,4,23,0.0,0.0,0.16,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.70238095238095233,0.25,0.5,1.1052631578947369,0.73191379699902115,0.0,0.10526315789473684,1.0869565217391304,0,1,8,0
hobby,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.23785714285714285,0.5,0.0,1.0,0,0,5,0
burping,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.40909090909090912,0.0,0.0,1.0,0,1,7,0
empanadas,4,1,4,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.80000000000000004,0.0,0.0,1.0,0.54186228482003129,0.0,0.0,1.3333333333333333,1,0,9,0
designs,7,0,7,0.0,0.0,0.14285714285714285,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0,,0,0,1.0,0.52047864142552358,0.0,0.0,1.0,1,0,7,0
knick,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,5,0
bannoffee,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.20207253886010362,0.0,0.0,1.0,0,0,9,0
irks,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.97265625,0.0,0.0,1.0,1,0,4,0
eben,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.1095890410958904,0.0,0.0,1.0,0,0,4,0
sufficiently,32,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,1.0,0.70833333333333326,0.0,0.0,1.0,0.55602671753405752,0.0,0.0,1.0,0,0,12,0
delightful,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.46115423934572869,0.0,0.0,1.0,0,0,10,0
overripe,8,1,7,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,1.1666666666666667,0.43910924409645641,0.0,0.0,1.1428571428571428,0,0,8,0
beginner,29,4,27,0.034482758620689655,0.0,0.034482758620689655,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.66547619047619055,0.0,0.25,1.0869565217391304,0.50374536286949045,0.13043478260869565,0.043478260869565216,1.1599999999999999,0,0,8,0
frequency,4,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.71867671335756445,0.0,0.0,1.0,0,0,9,0
espressos,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.125,0.0,0.0,1.0,1,0,9,0
banal,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.82352941176470584,0.0,0.0,1.0,0,0,5,0
agriculture,4,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.26228804087913005,0.0,0.0,1.0,0,0,11,0
wander,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.65625,0.0,0.5,1.0,0,0,6,0
caloriecount,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,12,0
preseasoned,5,2,5,0.0,0.0,0.20000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.63847953216374265,0.0,0.0,1.6666666666666667,0,0,11,0
bad,741,109,642,0.018893387314439947,0.0013495276653171389,0.15384615384615385,0.0,0.0,0.0013495276653171389,0.0,0.0,0.0,0.0,0.0,0.0067476383265856954,0.0,0.0,1.0091743119266054,0.75032765399737866,0.13761467889908258,0.43119266055045874,1.1932457786116322,0.64001849416138112,0.0056285178236397749,0.075046904315197005,1.2951388888888888,0,0,3,0
bunches,7,1,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88888888888888884,0.0,0.0,1.0,0.37135733239328489,0.0,0.0,1.1666666666666667,1,0,7,0
fumigated,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.26315789473684209,0.0,0.0,1.0,0,0,9,0
oblong,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3333333333333333,0.41628403529656288,0.0,0.0,1.3333333333333333,0,0,6,0
zwiebelbrot,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.21590909090909091,0.0,0.0,1.0,0,0,11,0
interactions,4,0,4,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.66935695408125551,0.0,0.0,1.0,1,0,12,0
inhaling,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.44162933930571108,0.0,0.0,1.0,0,1,8,0
surely,48,0,47,0.41666666666666669,0.0,0.020833333333333332,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0,,0,0,1.0212765957446808,0.6924358922662246,0.021276595744680851,0.0,1.0212765957446808,0,0,6,0
eyeballing,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.44414312617702451,0.0,0.0,1.0,0,1,10,0
latest,21,1,20,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,1.0526315789473684,0.36459173024345115,0.10526315789473684,0.0,1.05,0,0,6,0
dismantled,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.91925465838509313,0.0,0.0,1.0,0,0,10,0
spill,20,1,19,0.0,0.0,0.050000000000000003,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.80000000000000004,0.0,0.0,1.1666666666666667,0.58379037635475894,0.0,0.055555555555555552,1.1578947368421053,0,0,5,0
latches,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.25,0.0,0.0,1.0,1,0,7,0
david,6,0,5,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0,,0,0,1.2,0.73764662756598243,0.0,0.40000000000000002,1.2,0,0,5,0
piney,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.42857142857142855,0.0,0.0,1.0,0,0,5,0
blown,9,1,7,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,1.0,0.0,1.3333333333333333,0.44716589161474607,0.0,0.0,1.5,0,0,5,0
owned,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.36086808339167681,0.0,0.0,1.0,0,0,5,0
straining,34,2,30,0.029411764705882353,0.0,0.029411764705882353,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,1.0,0.33333333333333331,0.5,0.0,1.1428571428571428,0.49359891635727016,0.0,0.0,1.1333333333333333,0,1,9,1
owner,30,0,27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333333333333,0.0,0.0,0,,0,0,1.1481481481481481,0.28899742211441481,0.037037037037037035,0.0,1.1481481481481481,0,0,5,0
blows,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3333333333333333,0.59601945337695827,0.0,0.0,1.3333333333333333,1,0,5,0
iha,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.94565217391304346,0.0,0.0,1.0,0,0,3,0
marrow,29,5,22,0.034482758620689655,0.0,0.0,0.8709677419354839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55547619047619046,0.0,0.0,1.411764705882353,0.44465943033908167,0.0,0.0,1.6111111111111112,0,0,6,1
spillages,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.89808917197452232,0.0,0.0,1.0,1,0,9,0
chowdering,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.5161290322580645,0.0,0.0,1.0,0,1,10,0
cornstartch,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.620253164556962,0.0,0.0,1.0,0,0,11,0
schnitzel,8,4,8,0.375,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.0,0.75,1.0,0.56905256905256907,0.0,0.25,1.1428571428571428,0,0,9,0
gcse,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.051948051948051951,0.0,0.0,1.0,0,0,4,0
