"word","prob","noun_ratio"
"fallen",0.098,0.0178571428571429
"saini",0.032,0.666666666666667
"seeming",0.306,0.192307692307692
"traveled",0.162,0
"enlarged",0.068,0
"traveles",0.006,0.5
"traveler",0.416,0.967213114754098
"distributive",0.136,0
"story",0.57,1
"leading",0.118,0.00214592274678112
"trend",0.168,1
"advection",0.956,0.962962962962963
"storm",0.888,1
"gpu",0.234,0.866666666666667
"store",0.642,0.230031948881789
"gps",0.926,0.707602339181287
"dosimeters",0.288,1
"retinal",0.168,0
"rifle",0.16,0.888888888888889
"king",0.248,0.705882352941177
"kind",0.292,1
"kink",0.714,0.826086956521739
"contravariant",0.606,0.248175182481752
"kint",0.17,1
"verlet",0.904,0.896551724137931
"scanners",0.184,1
"motivation",0.652,1
"exert",0.358,0.0797665369649805
"vilenkin",0.136,0.2
"wilson",0.764,0.798850574712644
"wolframalpha",0.3,0.852941176470588
"transactional",0.266,0
"entirety",0.098,1
"measurability",0.24,1
"electric",0.616,0.00463320463320463
"tig",0.65,0.909090909090909
"rarefied",0.044,0
"galvanometer",0.888,0.973684210526316
"impacting",0.242,0.235294117647059
"probabilistic",0.35,0
"patterned",0.038,0
"soliton",0.976,0.811594202898551
"goldstino",0.338,1
"depressurizing",0.03,0
"destruct",0.15,0.444444444444444
"liberate",0.14,0.0833333333333333
"lying",0.164,0.0909090909090909
"structureless",0.24,0.5
"emulsion",0.3,1
"piezoelectric",0.824,0.0898876404494382
"simulating",0.5,0.0121212121212121
"nonsingularity",0.306,1
"triangle",0.852,0.893457943925234
"gains",0.264,1
"invoke",0.044,0.0769230769230769
"hexapods",0.066,1
"chronometrically",0.054,0
"aaa",0.134,0.666666666666667
"contextual",0.088,0
"syringes",0.188,1
"factorization",0.854,1
"herwig",0.14,0.333333333333333
"chambers",0.66,0.96969696969697
"cutoffs",0.192,1
"visualize",0.164,0.0169491525423729
"axially",0.11,0
"blurs",0.032,0.428571428571429
"solo",0.02,1
"silicone",0.806,0.882352941176471
"urca",0.388,0.304347826086957
"sold",0.062,0
"sole",0.094,0.15625
"spectroscopic",0.602,0.717948717948718
"inertia",0.916,0.87812309567337
"sheaths",0.074,1
"loopwise",0.044,0
"overset",0.042,0.518918918918919
"bond",0.83,1
"reside",0.272,0.226415094339623
"sweet",0.246,0.117647058823529
"thorlabs",0.424,0.722222222222222
"sweep",0.136,0.48
"superstring",0.726,0.1875
"gypsum",0.008,1
"understandings",0.218,1
"bimolecular",0.424,0.166666666666667
"anisotropic",0.816,0.5
"photoionization",0.522,1
"flight",0.738,1
"maser",0.114,0.857142857142857
"precision",0.83,0.991891891891892
"uqcm",0.116,0.75
"demand",0.09,0.479591836734694
"plasmas",0.904,0.823529411764706
"frozen",0.616,0.0862068965517241
"lvert",0.29,0.492970946579194
"kick",0.158,0.447368421052632
"shortened",0.068,0
"demon",0.79,0.886363636363636
"obstacle",0.826,0.989795918367347
"noniteracting",0.018,0
"cannonballs",0.424,1
"shirt",0.8,0.974358974358974
"james",0.52,0.984615384615385
"subalgebra",0.532,0.948717948717949
"higher",0.246,0.000276854928017719
"photosensitivity",0.302,1
"liquids",0.762,0.977207977207977
"annhiliation",0.056,1
"magnified",0.048,0
"magnifier",0.12,0.75
"chosing",0.098,0
"unseen",0.016,0
"tridecompositional",0.072,0
"questions",0.632,1
"rutherfords",0.646,0.666666666666667
"humanoid",0.064,0.5
"problematic",0.172,0.0467289719626168
"acrobatics",0.256,1
"advocate",0.058,0.9
"rhic",0.382,0.266666666666667
"decays",0.37,0.517401392111369
"systematically",0.13,0
"confront",0.24,0.25
"separately",0.196,0
"collect",0.212,0.0258620689655172
"exploiting",0.1,0
"saucer",0.17,1
"ishibashi",0.13,0.5
"blocktime",0.104,1
"epistemic",0.072,0.0434782608695652
"photoelectron",0.73,1
"perpendicular",0.482,0.363791146424518
"setups",0.184,0.923076923076923
"pipeline",0.518,1
"monoclinic",0.412,0.166666666666667
"touchable",0.018,0
"range",0.86,0.965994236311239
"paralel",0.102,0.6
"therein",0.216,0.34
"ellipse",0.748,0.975
"rows",0.1,0.82258064516129
"lone",0.19,0.931034482758621
"long",0.292,0.000510725229826353
"xps",0.604,0.588235294117647
"squirt",0.052,0
"solidity",0.118,1
"deviations",0.422,1
"supercool",0.176,0.333333333333333
"partitioning",0.26,0.6
"lifespan",0.554,0.892857142857143
"prep",0.386,0.785714285714286
"today",0.644,1
"fluctuations",0.692,0.994339622641509
"entropies",0.36,0.972222222222222
"reservoirs",0.546,0.958333333333333
"rainbow",0.926,0.895604395604396
"peace",0.132,1
"backs",0.092,0.5
"nice",0.116,0.00715990453460621
"users",0.128,1
"meaning",0.588,0.837282780410742
"allowing",0.048,0
"puncture",0.068,0.857142857142857
"departments",0.14,1
"dragged",0.004,0
"impatient",0.094,0.5
"ternary",0.426,0.0588235294117647
"hoverboards",0.26,1
"alien",0.22,0.493506493506494
"windy",0.24,0.04
"winds",0.124,0.868421052631579
"theorist",0.312,0.875
"uphold",0.058,0
"languages",0.4,0.909090909090909
"breach",0.166,0.684210526315789
"include",0.076,0.00896860986547085
"confirmation",0.552,1
"mainstream",0.55,0.434210526315789
"nanomaterials",0.32,1
"amcsd",0.062,1
"mainsail",0.218,1
"hartle",0.16,0.435897435897436
"concluded",0.076,0
"gripping",0.22,0.5
"wrestling",0.186,0.571428571428571
"aquifer",0.358,1
"fold",0.44,0.232258064516129
"acid",0.464,0.823529411764706
"makers",0.25,1
"koenig",0.072,0.666666666666667
"geomatry",0.124,1
"blender",0.612,1
"antihelium",0.014,1
"chose",0.066,0.0233918128654971
"degree",0.828,0.744610281923715
"circulator",0.248,1
"explore",0.1,0.0434782608695652
"hkl",0.398,0.782608695652174
"morphisms",0.452,1
"larger",0.126,0
"shades",0.118,1
"leaving",0.2,0.00625
"suggests",0.136,0.0548672566371681
"submerged",0.318,0
"usability",0.092,0.857142857142857
"ephemerides",0.244,1
"app",0.374,0.857142857142857
"apt",0.198,0.272727272727273
"duck",0.198,0.904761904761905
"apd",0.242,1
"lottery",0.322,1
"frog",0.184,0.947368421052632
"hypothetically",0.28,0.00813008130081301
"algodoo",0.104,0.6
"typical",0.18,0.00310077519379845
"eagles",0.11,1
"freezers",0.028,1
"clever",0.108,0.35
"antennae",0.66,0.928571428571429
"bisector",0.366,1
"vasiliev",0.2,0.9
"antennas",0.892,0.7109375
"indifference",0.198,1
"handwavy",0.072,0
"mechnanics",0.266,1
"dissolve",0.282,0.0238095238095238
"neutrinoless",0.398,0.285714285714286
"inaccessible",0.028,0.0454545454545455
"possibile",0.114,0.714285714285714
"recollapse",0.096,0.666666666666667
"roughness",0.584,0.862068965517241
"recollision",0.076,1
"tack",0.05,0.5
"wrist",0.252,0.823529411764706
"quasiclassical",0.344,0
"manganese",0.204,0.625
"budge",0.076,0.416666666666667
"propogating",0.342,0.285714285714286
"warps",0.064,0.465116279069767
"compass",0.876,0.984
"interpreted",0.124,0
"superior",0.138,0.0416666666666667
"huh",0.134,0.875
"guess",0.148,0.711310739077174
"unorientable",0.186,0
"successor",0.174,1
"articles",0.654,0.932283464566929
"edit",0.16,0.700446311367813
"seperated",0.062,0
"supersymmetries",0.58,0.923076923076923
"chaos",0.85,0.856353591160221
"tighten",0.108,0
"qutrits",0.158,1
"pours",0.072,0.473684210526316
"sourse",0.086,0.333333333333333
"tanker",0.12,1
"organic",0.61,0.010989010989011
"linearized",0.242,0
"hence",0.218,0.666106677866443
"quadratically",0.044,0
"tokamak",0.818,0.852941176470588
"bonnet",0.21,0.871794871794872
"dividing",0.47,0.130841121495327
"permitivities",0.1,1
"umbrellas",0.188,0.5
"unknown",0.204,0.0100806451612903
"priority",0.26,1
"stephan",0.07,0.888888888888889
"potts",0.674,0.8
"vertebrates",0.01,1
"diminish",0.166,0.228571428571429
"braggs",0.494,0.571428571428571
"coalesces",0.352,1
"williamson",0.058,0.8
"clic",0.176,0.25
"linked",0.062,0
"whe",0.118,0.571428571428571
"collaboration",0.4,1
"multimeter",0.596,0.982456140350877
"anticommute",0.324,0.266666666666667
"moveable",0.166,0
"uncurled",0.014,0
"pipe",0.912,0.902340597255851
"hierarchical",0.162,0
"oscillates",0.214,0.149532710280374
"agreed",0.06,0.0434782608695652
"chuang",0.206,0.804878048780488
"postulates",0.682,0.811158798283262
"nearer",0.03,0.321428571428571
"postulated",0.138,0
"isham",0.066,0.5
"local",0.524,0
"cube",0.896,0.975138121546961
"topple",0.73,0.146341463414634
"antisymmetrization",0.208,1
"rges",0.532,0.769230769230769
"freekick",0.056,1
"differential",0.63,0.133234274393264
"ascertain",0.13,0.0454545454545455
"predictive",0.16,0.0731707317073171
"requirement",0.43,0.984326018808777
"centrepetal",0.036,0
"ultracentrifuges",0.144,1
"truncating",0.016,0
"luminous",0.288,0
"endothermic",0.23,0
"progressive",0.35,0
"nondegenerate",0.232,0.142857142857143
"monstrous",0.17,0
"aerofoil",0.636,1
"identification",0.822,0.988095238095238
"wetting",0.256,0.214285714285714
"crude",0.062,0.454545454545455
"microchannel",0.3,1
"bought",0.232,0
"ability",0.272,1
"opening",0.74,0.576208178438662
"pumped",0.03,0
"job",0.304,1
"joe",0.256,0.823529411764706
"pluperfect",0.07,0.75
"april",0.22,0.571428571428571
"grounds",0.226,0.859154929577465
"unclear",0.068,0
"environments",0.458,0.973684210526316
"rpa",0.698,0.785714285714286
"superleak",0.122,1
"acclerated",0.038,0
"superselection",0.558,0.976190476190476
"rpm",0.718,0.822222222222222
"occured",0.052,0
"motorbike",0.464,1
"decent",0.108,0.078125
"charmonium",0.16,1
"responds",0.13,0.172413793103448
"cauchy",0.346,0.641791044776119
"pastry",0.026,1
"alices",0.326,1
"ensuring",0.07,0
"stunning",0.032,0
"ringing",0.5,0.384615384615385
"penne",0.08,0.666666666666667
"draining",0.382,0.136363636363636
"dimentions",0.188,1
"lightweight",0.096,0.037037037037037
"gyroscopes",0.816,0.895833333333333
"perhaps",0.102,0
"geographical",0.172,0
"largest",0.128,0
"difficult",0.086,0
"disagree",0.156,0.0377358490566038
"koopmann",0.014,1
"lightlike",0.614,0.306122448979592
"warming",0.83,0.465116279069767
"correspondent",0.236,0.7
"backbend",0.056,0.666666666666667
"timbre",0.656,0.761904761904762
"aristarchos",0.112,0.666666666666667
"undertaken",0.178,0
"heavily",0.03,0
"germanium",0.786,0.96
"guts",0.408,0.96551724137931
"guth",0.33,0.882352941176471
"usage",0.528,0.883597883597884
"jars",0.454,1
"smart",0.182,0.0337078651685393
"acted",0.052,0
"execute",0.038,0.0769230769230769
"press",0.754,0.708108108108108
"interchangeable",0.15,0.0526315789473684
"hermite",0.294,0.243243243243243
"name",0.55,0.897546897546898
"flemings",0.63,1
"safest",0.186,0
"perpetual",0.562,0
"hosts",0.03,0.5
"parity",0.9,0.971036585365854
"exceed",0.06,0
"shapley",0.012,1
"qeg",0.046,1
"smoothly",0.088,0.0512820512820513
"jeremy",0.046,0.8
"breakthroughs",0.236,0.75
"floss",0.14,1
"dipoles",0.848,0.97489539748954
"ripped",0.044,0
"omni",0.12,0.2
"entagled",0.06,0
"pasta",0.618,0.974358974358974
"wertz",0.16,1
"paste",0.132,0.590909090909091
"rare",0.11,0.0205479452054795
"carried",0.064,0
"carries",0.068,0
"carrier",0.708,1
"converging",0.692,0.386138613861386
"schroder",0.48,1
"fqhe",0.448,0.95
"polished",0.268,0.0263157894736842
"strangeness",0.904,0.640625
"weather",0.862,0.836363636363636
"promise",0.354,0.681818181818182
"nuke",0.378,0.666666666666667
"transfer",0.802,0.781101291638341
"spiral",0.782,0.178082191780822
"trenches",0.138,1
"captains",0.024,1
"resists",0.018,0.105263157894737
"polarimetric",0.178,0
"volume",0.782,1
"automated",0.132,0
"viewers",0.066,1
"elliptically",0.078,0
"lagging",0.276,0.1
"graphite",0.72,0.676470588235294
"cake",0.176,0.875
"bolzman",0.004,0.333333333333333
"mislabeled",0.046,0
"polyphase",0.32,0.8
"incredible",0.034,0
"fraunhoffer",0.66,0.9375
"incredibly",0.078,0.04
"conclusion",0.678,0.989913544668588
"kinds",0.222,0.944723618090452
"parallal",0.046,0.5
"pumps",0.556,0.876712328767123
"airtight",0.132,0.269230769230769
"exchangers",0.274,1
"squeal",0.004,1
"auxiliary",0.368,0.016260162601626
"timelessness",0.476,0.6
"dominoes",0.366,0.846153846153846
"tonnes",0.062,0.944444444444444
"writings",0.062,1
"yellow",0.806,0.2
"prefix",0.118,0.875
"mirage",0.698,0.958333333333333
"marching",0.354,0.3125
"electricity",0.914,0.966876971608833
"unanswered",0.074,0
"flicking",0.228,0
"shielding",0.856,0.382113821138211
"dynamic",0.568,0.050125313283208
"xyy",0.112,0.75
"figs",0.406,1
"gravastars",0.176,1
"differentiated",0.068,0
"prize",0.434,0.808219178082192
"obstruction",0.394,1
"differentiates",0.162,0.153846153846154
"succession",0.264,1
"straight",0.218,0.0354400472533963
"miller",0.346,0.945945945945946
"plaquette",0.296,0.925925925925926
"budget",0.236,1
"icebergs",0.368,0.833333333333333
"tether",0.448,0.85
"sterile",0.408,0.1
"negated",0.024,0
"increasing",0.36,0.00500417014178482
"leaning",0.308,0.0862068965517241
"substance",0.872,0.997899159663866
"addtional",0.074,0
"lyapunov",0.782,0.278688524590164
"explained",0.144,0
"memorylessness",0.148,0.333333333333333
"remnant",0.85,0.763157894736842
"cheating",0.356,0.0666666666666667
"kettles",0.076,1
"bedrock",0.116,1
"heralded",0.04,0
"reconnection",0.448,1
"successful",0.14,0
"binding",0.656,0.454098360655738
"whirling",0.216,0
"hurt",0.694,0.140625
"tying",0.154,0
"blade",0.884,0.858156028368794
"subnuclear",0.162,0
"household",0.508,0.963636363636364
"organized",0.09,0
"dragons",0.158,1
"centerfuge",0.132,0.75
"worldview",0.25,1
"damage",0.698,0.754032258064516
"machine",0.93,1
"nontrivial",0.2,0
"preferable",0.17,0.05
"wolfram",0.08,0.46551724137931
"modulation",0.686,1
"misunderstanding",0.582,0.452296819787986
"diagram",0.812,0.913590968302215
"marginalize",0.056,0
"effective",0.468,0
"wins",0.154,0.4
"attracts",0.256,0.166666666666667
"chern",0.63,0.0343915343915344
"keeps",0.158,0.157760814249364
"wing",0.684,0.668202764976959
"wind",0.958,0.843801652892562
"wine",0.828,0.7125
"restriction",0.578,1
"vary",0.34,0.145869947275923
"elby",0.032,1
"diagonally",0.14,0
"directional",0.546,0.0364963503649635
"diffrent",0.292,0.25
"bewteen",0.036,0.333333333333333
"hidden",0.626,0.25679012345679
"enrich",0.014,0
"enrico",0.128,0.571428571428571
"slicing",0.536,0.351351351351351
"silver",0.866,0.82010582010582
"structural",0.284,0
"represents",0.086,0
"nutate",0.048,0.333333333333333
"dumps",0.048,0.444444444444444
"interfering",0.268,0.148148148148148
"preceded",0.058,0
"financial",0.106,0
"resum",0.102,0.285714285714286
"displacement",0.89,0.835057821059038
"hyperkahler",0.238,0.777777777777778
"dencity",0.078,1
"laboratory",0.862,0.896153846153846
"semiconductor",0.816,0.991341991341991
"nontrivially",0.178,0
"sma",0.252,0.4
"tingling",0.262,0.75
"midpoint",0.402,1
"snicko",0.082,0.333333333333333
"sensors",0.748,0.988950276243094
"depolarizing",0.158,0
"saha",0.33,0.333333333333333
"ups",0.658,0.728571428571429
"choices",0.312,0.96969696969697
"clothes",0.588,1
"subtlety",0.576,0.972972972972973
"pulsar",0.802,0.815789473684211
"lego",0.318,0.846153846153846
"triality",0.126,0.833333333333333
"listed",0.12,0
"postulate",0.834,0.784172661870504
"legs",0.508,0.833333333333333
"listen",0.076,0.05
"collapse",0.872,0.730769230769231
"geneva",0.096,0.8
"wisdom",0.14,0.966666666666667
"predictable",0.072,0
"iteration",0.262,0.983606557377049
"correlators",0.65,1
"indium",0.112,1
"ldots",0.336,0.765891472868217
"perturbative",0.594,0.0386740331491713
"entail",0.24,0.387096774193548
"concrete",0.398,0.203473945409429
"responsible",0.146,0
"metallic",0.616,0.168831168831169
"causing",0.092,0.0185979971387697
"hurtful",0.022,0
"inflations",0.148,1
"intertwiners",0.21,1
"letter",0.564,1
"retaining",0.1,0.105263157894737
"drought",0.058,1
"nomogram",0.012,0.5
"airship",0.232,0.916666666666667
"magnetohydrodynamic",0.036,0
"episode",0.184,0.91044776119403
"tridimensional",0.086,0
"professor",0.448,0.948916408668731
"detectors",0.746,0.991428571428571
"reactor",0.782,1
"departing",0.148,0.375
"igrf",0.054,0.5
"soluble",0.006,0
"gauge",0.796,0.737678112590516
"asia",0.156,0.8
"instrumentalist",0.046,0
"promethium",0.142,1
"bifacial",0.148,0
"reversal",0.89,0.68659793814433
"new",0.396,0
"subseteq",0.152,0.7
"expand",0.754,0.11543287327478
"nif",0.184,0.6
"peltier",0.906,0.672727272727273
"wavelenghts",0.296,1
"respond",0.264,0.34375
"mandatory",0.11,0.222222222222222
"fair",0.46,0.141176470588235
"axinos",0.354,0.333333333333333
"cantenna",0.02,1
"supercooled",0.284,0
"savvidy",0.132,0.8
"fail",0.338,0.156010230179028
"best",0.18,0
"score",0.086,0.722222222222222
"conceptual",0.38,0.0155902004454343
"preserve",0.16,0.085
"twinkling",0.38,0.363636363636364
"carbon",0.732,0.918326693227092
"refinement",0.486,1
"adapter",0.298,0.894736842105263
"conclusions",0.57,0.994082840236686
"dents",0.306,0.833333333333333
"adapted",0.002,0
"motivic",0.04,0
"extractable",0.088,0
"ingoing",0.366,0.242424242424242
"factorize",0.104,0.125
"canyon",0.222,0.909090909090909
"glueball",0.56,0.6
"chrome",0.024,0.5
"chroma",0.276,1
"extraction",0.596,0.976190476190476
"interpret",0.262,0.0231548480463097
"supersymmetric",0.404,0.02734375
"sawtooth",0.328,0.375
"confinement",0.888,0.925925925925926
"chile",0.124,0.571428571428571
"child",0.668,0.953488372093023
"chill",0.438,0.666666666666667
"taper",0.144,0.285714285714286
"picturing",0.072,0
"discretize",0.14,0.142857142857143
"proprtional",0.056,0
"hitran",0.15,1
"obeying",0.04,0
"trusted",0.05,0
"majorara",0.2,0.75
"cumulative",0.472,0.0697674418604651
"whichs",0.176,0.666666666666667
"fatal",0.218,0.0740740740740741
"tqfts",0.608,0.882352941176471
"dhr",0.32,0.333333333333333
"fairly",0.068,0
"tops",0.338,0.96875
"hydrodynamics",0.862,0.985507246376812
"pioneers",0.088,1
"cooktop",0.042,1
"coldness",0.32,0.785714285714286
"mod",0.224,0.732394366197183
"duraflex",0.034,0.333333333333333
"ideas",0.41,0.986081370449679
"disguise",0.508,1
"tilde",0.316,0.779670975323149
"jumpers",0.104,1
"nlse",0.266,0.111111111111111
"irradiated",0.158,0
"nlsm",0.288,0.666666666666667
"formal",0.112,0
"irradiates",0.012,0
"flrw",0.598,0.680555555555556
"possibly",0.2,0.00546448087431694
"birth",0.14,0.969230769230769
"unique",0.424,0.0839813374805599
"massively",0.026,0
"tapering",0.098,0.428571428571429
"steps",0.484,0.963687150837989
"geophysical",0.138,0
"wavepackets",0.582,0.96875
"people",0.514,1
"kugo",0.278,0.777777777777778
"sociology",0.138,1
"wordline",0.084,0.8
"fon",0.048,1
"pinched",0.046,0
"neutrinos",0.966,0.740566037735849
"trampoline",0.77,0.948051948051948
"overhear",0,0
"shifting",0.706,0.253333333333333
"kinematical",0.234,0
"thermistor",0.718,1
"repellent",0.214,0.75
"homogenization",0.476,0.928571428571429
"quadripole",0.09,0.2
"disentangled",0.014,0
"reducing",0.17,0.00952380952380952
"unambiguous",0.06,0
"combinatorics",0.472,1
"width",0.846,0.793220338983051
"collimated",0.4,0
"relativists",0.188,0.75
"physicists",0.714,0.912065439672802
"shuttles",0.278,0.75
"happy",0.06,0
"nitride",0.064,0.142857142857143
"alloys",0.496,0.612903225806452
"manufacturers",0.562,1
"hemisphere",0.874,0.560869565217391
"oscilator",0.686,1
"bouncy",0.108,0.875
"discretized",0.212,0
"palm",0.378,0.878048780487805
"quantised",0.406,0
"jauch",0.012,0
"khz",0.224,0.705357142857143
"later",0.258,0.0297565374211001
"proved",0.09,0
"proven",0.27,0.0411764705882353
"convergent",0.248,0.404255319148936
"isochronous",0.128,0
"meron",0.134,1
"proves",0.068,0.130434782608696
"exist",0.582,0.0962671905697446
"obligations",0.094,1
"loschmidt",0.548,0.722222222222222
"accounting",0.498,0.544554455445545
"magnetodynamics",0.228,1
"crutches",0.1,1
"lpmm",0.006,0.5
"unambiguously",0.088,0
"windscreen",0.148,1
"unmatched",0.002,0
"photochromatic",0.14,0
"qfts",0.688,0.967213114754098
"crocodile",0.028,1
"avalanche",0.804,0.861111111111111
"drastically",0.088,0
"ionocrafts",0.038,0
"gyration",0.514,1
"viceversa",0.376,0.538461538461538
"vev",0.774,0.920398009950249
"cupped",0.002,0
"blurriness",0.176,1
"suspending",0.126,0
"vec",0.55,0.701628126474752
"polars",0.138,1
"vel",0.27,0.785714285714286
"dragonfly",0.092,0.333333333333333
"bifilar",0.476,0.125
"heterojunctions",0.53,1
"bjorken",0.182,0.647058823529412
"simbad",0.046,1
"noninvariant",0.03,0
"solves",0.084,0.0972222222222222
"solver",0.448,0.941176470588235
"tear",0.424,0.0547945205479452
"ollie",0.036,1
"cosmogenic",0.006,0
"solved",0.25,0.00106157112526539
"subway",0.058,0.75
"team",0.282,0.972727272727273
"bonfire",0.152,1
"prevent",0.2,0.148230088495575
"thaws",0.048,0
"joukowski",0.026,0.8
"current",0.568,0
"extraterrestrial",0.156,0
"joukowsky",0.092,0.333333333333333
"achronal",0.34,0.181818181818182
"volumic",0.054,0
"studied",0.172,0
"wherever",0.24,0.311475409836066
"commonly",0.25,0.0152439024390244
"studies",0.568,1
"kcal",0.296,0.0869565217391304
"carpets",0.074,0.666666666666667
"love",0.136,0.228464419475655
"geometrised",0.068,0
"ips",0.062,1
"diracs",0.432,0.5
"inverses",0.266,0.875
"traversing",0.046,0.0303030303030303
"positive",0.402,0
"predictions",0.59,0.997084548104956
"tightly",0.068,0
"anticommutation",0.566,0.983333333333333
"wondering",0.222,0.0172530446549391
"introducing",0.238,0.00554016620498615
"duality",0.67,0.996763754045307
"apparent",0.184,0.0345303867403315
"visual",0.124,0
"degrade",0.074,0.217391304347826
"easiest",0.104,0
"parameterize",0.096,0
"valued",0.174,0.00977198697068404
"scholes",0.328,1
"instable",0.03,0
"values",0.55,0.978002378121284
"believed",0.072,0
"hides",0.04,0.3
"axiomatization",0.366,1
"winter",0.834,0.957746478873239
"fpu",0.154,1
"fps",0.466,0.823529411764706
"resonnators",0.004,1
"parameter",0.77,0.975558659217877
"spot",0.79,0.862144420131291
"applications",0.782,0.996825396825397
"date",0.74,1
"data",0.866,0.982804738249904
"supersonic",0.506,0.00980392156862745
"sectors",0.292,1
"interferance",0.084,1
"definitions",0.768,0.995695839311334
"wavelengths",0.676,0.939093484419263
"thomson",0.6,0.909090909090909
"hamiltonianian",0.188,0.166666666666667
"maneuvered",0.108,0
"solitary",0.446,0.0434782608695652
"bagels",0.02,1
"attraction",0.844,0.988543371522095
"dwarfs",0.812,0.893333333333333
"decades",0.288,0.964285714285714
"stabilizers",0.216,1
"matches",0.104,0.336
"origination",0.06,1
"records",0.226,0.681159420289855
"arriving",0.078,0.0752688172043011
"weinbergs",0.39,0
"subluminal",0.154,0
"runners",0.03,1
"matched",0.172,0.0212765957446809
"sublimate",0.184,0.444444444444444
"revert",0.082,0.157894736842105
"stellarium",0.506,1
"bowling",0.714,0.728395061728395
"reverb",0.254,0.9
"goldstone",0.702,0.875621890547264
"revised",0.064,0
"breakthrough",0.456,0.933333333333333
"interferometer",0.94,0.974789915966387
"bellac",0.312,0.875
"canvas",0.138,0.666666666666667
"container",0.908,0.99501246882793
"rounding",0.368,0.146341463414634
"collisions",0.76,0.998708010335917
"bragg",0.836,0.653061224489796
"suggesting",0.112,0.0294117647058824
"nanoribbon",0.078,0.2
"hcn",0.36,1
"reconciled",0.09,0.024390243902439
"million",0.142,0
"possibility",0.632,1
"intensely",0.026,0
"prefered",0.036,0
"collapsing",0.542,0.0491803278688525
"impure",0.128,0.666666666666667
"livingston",0.352,0.875
"steadicam",0.42,0.833333333333333
"misused",0.118,0
"intuition",0.652,0.993965517241379
"potter",0.134,1
"nested",0.052,0
"spad",0.384,0.5
"intermolecular",0.11,0.0428571428571429
"zeppelins",0.05,1
"indicate",0.274,0.0544959128065395
"microscopical",0.126,0.111111111111111
"preshock",0.016,1
"photographic",0.238,0
"future",0.828,0.662616822429906
"scuba",0.272,0.7
"considerably",0.1,0
"take",0.382,0.0191868433074463
"polyhedral",0.028,0
"altered",0.058,0
"independance",0.41,1
"microwaves",0.782,0.946308724832215
"microwaved",0.284,0
"stilts",0.028,1
"perigees",0.004,1
"walking",0.734,0.0817307692307692
"leibniz",0.078,0.5
"synchronous",0.242,0
"unfolds",0.06,0.5
"multiverse",0.94,0.861271676300578
"fibre",0.872,0.637931034482759
"countersteering",0.158,0
"conduction",0.89,0.974137931034483
"deck",0.382,0.931034482758621
"equipped",0.06,0
"silicene",0.368,0.875
"assimilate",0.03,0
"hibernation",0.144,1
"bombs",0.468,0.871794871794872
"spectroscope",0.492,1
"gouy",0.21,0.428571428571429
"surgery",0.476,1
"diver",0.822,0.92
"enlightening",0.216,0
"affecting",0.134,0.00568181818181818
"spectroscopy",0.82,0.89237668161435
"aberration",0.872,0.977777777777778
"marvin",0.592,0.571428571428571
"supermarket",0.176,1
"jovian",0.184,0.214285714285714
"jets",0.884,0.991304347826087
"undermine",0.026,0
"bandstructure",0.66,1
"deduction",0.674,1
"expression",0.532,0.998178506375228
"azimuthally",0.098,0
"cmes",0.14,0.75
"ants",0.518,0.952380952380952
"twin",0.726,0.832589285714286
"stereophonic",0.022,0
"anti",0.634,0.254307783719548
"lagrange",0.754,0.922077922077922
"dislocation",0.43,1
"combines",0.09,0.232558139534884
"dissappear",0.156,0.222222222222222
"throttled",0.028,0
"breath",0.356,0.769230769230769
"covectors",0.482,1
"combined",0.138,0
"influence",0.538,0.814084507042254
"thousand",0.118,0.228070175438596
"amplituhedron",0.926,0.962962962962963
"meterbridge",0.024,1
"globally",0.194,0
"nonphysicists",0.086,1
"aspheric",0.172,0.25
"shepard",0.18,0.571428571428571
"ambient",0.598,0.331306990881459
"rangefinders",0.134,1
"shuts",0.014,0.5
"fractals",0.576,1
"renormalize",0.262,0.0638297872340425
"spiraling",0.136,0.153846153846154
"pushup",0.05,1
"workout",0.066,0.214285714285714
"cramming",0.13,0
"unidimensional",0.136,0
"breakdown",0.9,0.596491228070175
"rfid",0.576,0.888888888888889
"bulletproof",0.134,0.75
"costa",0.146,0.5
"undefined",0.226,0
"costs",0.078,0.6
"engulfing",0.03,0
"thermometre",0.108,0.75
"skyrmion",0.14,1
"potentiality",0.312,1
"michio",0.322,0.789473684210526
"weekly",0.03,0.142857142857143
"photons",0.852,0.99439663798279
"eigenstate",0.914,0.911153119092628
"skies",0.164,0.944444444444444
"skier",0.402,0.857142857142857
"part",0.714,1
"clad",0.272,0.857142857142857
"integrals",0.754,0.99642431466031
"clay",0.31,0.853658536585366
"piezo",0.452,0.666666666666667
"disrupting",0.088,0.2
"thinks",0.044,0.175
"dimensions",0.744,0.994704992435703
"tube",0.974,0.965771812080537
"sublimation",0.562,1
"partials",0.182,1
"transuranium",0.466,0.714285714285714
"fundalmental",0.018,0
"ratios",0.718,0.967105263157895
"went",0.086,0
"industry",0.464,1
"act",0.468,0.386363636363636
"curling",0.122,0.3
"flawed",0.192,0
"reflexion",0.244,0.888888888888889
"image",0.774,1
"rectification",0.294,1
"parties",0.244,1
"technically",0.174,0
"meteorological",0.136,0
"cloner",0.056,1
"divisors",0.08,1
"buying",0.212,0.105263157894737
"algorithm",0.912,0.84765625
"attenuate",0.2,0.0769230769230769
"snowshoes",0.044,1
"agree",0.262,0.0615671641791045
"detailed",0.124,0
"gone",0.112,0
