word,n_occurence,n_title,n_question,ratio_capital,ratio_upper,ratio_before_ques,ratio_noun,ratio_around_kw_tag,ratio_around_kw_understand,ratio_around_kw_study,ratio_around_kw_introduction,ratio_around_kw_explain,ratio_around_kw_principle,ratio_around_kw_interpret,ratio_around_kw_difference,ratio_around_kw_book,ratio_around_kw_knowledge,mean_occur_in_title,mean_position_in_title,ratio_in_title_first,ratio_in_title_last,mean_occur_in_content,mean_position_in_content,ratio_in_content_first,ratio_in_content_last,mean_occur_in_question,is_end_with_s,is_end_with_ing,str_length,is_tag
marker,7,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0,,0,0,2.6666666666666665,0.62629607331594084,0.0,0.0,2.6666666666666665,0,0,6,0
illumination,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.59839357429718876,0.0,0.0,1.0,0,0,12,0
rarely,2,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.42383069828722003,0.0,0.0,1.0,0,0,6,0
market,14,1,13,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0833333333333333,0.64196050040201691,0.0,0.0,1.1666666666666667,0,0,6,0
ledon,2,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.27581120943952803,0.0,0.0,3.0,0,0,5,0
terminal,24,0,19,0.041666666666666664,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.4210526315789473,0.43514901644439752,0.0,0.052631578947368418,1.4210526315789473,0,0,8,0
stereoscopic,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.57317073170731703,0.0,0.0,1.0,0,0,12,0
remaking,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0,,0,0,1.0,0,1,8,0
autolab,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
prove,8,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.2857142857142858,0.83351246637512033,0.0,0.0,1.2857142857142858,0,0,5,0
bigr,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.58695652173913049,0.0,0.0,1.0,0,0,4,0
hexamite,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.8928571428571429,0.0,0.0,1.0,0,0,8,0
stairs,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.31666666666666665,0.0,0.0,1.0,1,0,6,0
live,31,2,26,0.064516129032258063,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69999999999999996,0.0,0.0,1.2083333333333333,0.51411149056949212,0.041666666666666664,0.0,1.24,0,0,4,0
incertitudes,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.62222222222222223,0.0,0.0,1.0,1,0,12,0
fncost,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,6,0
https,2,0,2,0.5,0.5,0.0,0.7934782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.36708333333333332,0.0,0.0,1.0,1,0,5,0
symbolized,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.69736842105263153,0.0,0.0,1.0,0,0,10,0
selects,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.6186540731995277,0.0,0.0,1.0,1,0,7,0
diydrones,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,9,0
entrance,13,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0,,0,0,3.5,0.67198330422014629,0.0,0.0,3.5,0,0,8,0
patmega,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
club,2,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.11854792966534317,0.0,0.0,1.0,0,0,4,0
envelope,3,0,3,0.0,0.0,0.33333333333333331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.57604299208489607,0.0,0.0,1.0,0,0,8,0
clue,15,0,14,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666666666666666,0.0,0.0,0,,0,0,1.0714285714285714,0.68889620417549757,0.0,0.0,1.0714285714285714,0,0,4,0
fingered,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.081632653061224483,0.0,0.0,1.0,0,0,8,0
simauxiliaryconsoleopen,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,23,0
dornaika,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,8,0
setclockdivider,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,15,0
logarithm,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.95798319327731096,0.0,0.0,1.0,0,0,9,0
organizations,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.92146596858638741,0.0,0.0,1.0,1,0,13,0
probabolistic,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.55882352941176472,0.0,0.0,1.0,0,0,13,0
roswtf,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.48192771084337349,0.0,0.0,1.0,0,0,6,0
ibl,6,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.3333333333333335,0.85639710115479695,0.0,0.0,2.3333333333333335,0,0,3,0
ibm,2,0,2,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.36388888888888893,0.0,0.0,1.0,0,0,3,0
defeats,2,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.81987577639751552,0.0,0.0,1.0,1,0,7,0
sastry,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.53424657534246578,0.0,0.0,1.0,0,0,6,0
car,161,18,99,0.031055900621118012,0.0,0.012422360248447204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018633540372670808,0.0,0.0,1.0555555555555556,0.78082010582010586,0.055555555555555552,0.3888888888888889,2.0246913580246915,0.42509637172252041,0.037037037037037035,0.012345679012345678,2.1785714285714284,0,0,3,0
cap,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,6.0,0.61864406779661008,0.0,0.0,6.0,0,0,3,0
ibe,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
cat,3,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3333333333333333,0.47976539589442818,0.0,0.0,1.3333333333333333,0,0,3,0
purge,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.42523364485981308,0.0,0.0,2.0,0,0,5,0
hardest,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.65573770491803274,0.0,0.0,1.0,0,0,7,0
mousey,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,6,0
can,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,1
cam,10,1,9,0.0,0.0,0.10000000000000001,0.9074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.625,0.43063199378373351,0.0,0.0,6.8888888888888893,0,0,3,0
cal,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.42391304347826086,0.0,0.0,3.0,0,0,3,0
procetor,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,8,0
lubricant,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.34074074074074073,0.0,0.0,1.0,0,0,9,0
ibr,6,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.6666666666666665,0.93716177317213578,0.0,0.33333333333333331,2.6666666666666665,0,0,3,0
trans,0,0,0,,,,0.75,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,5,0
gravitationally,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.30508474576271188,0.0,0.0,1.0,0,0,15,0
mouses,2,0,2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.41596638655462187,0.0,0.0,1.0,1,0,6,0
mouser,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,6,0
heart,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.43502051983584128,0.0,0.0,1.0,0,0,5,0
dedicated,11,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59999999999999998,0.0,0.0,1.4285714285714286,0.55942415268713974,0.0,0.0,1.5714285714285714,0,0,9,0
nema,7,0,5,0.7142857142857143,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3999999999999999,0.48779468099004564,0.0,0.0,1.3999999999999999,0,0,4,0
hears,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.054054054054054057,0.0,0.0,1.0,1,0,5,0
pauses,3,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5,0.90854779411764708,0.0,0.0,1.5,1,0,6,0
freenect,3,0,2,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.5,0.6341392649903288,0.0,0.0,3.5,0,0,8,0
expanding,2,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.47732558139534886,0.5,0.0,1.0,0,1,9,0
chip,48,1,35,0.041666666666666664,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,2.8235294117647061,0.57038838627710353,0.029411764705882353,0.029411764705882353,2.8529411764705883,0,0,4,0
readangle,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,9,0
secondesc,0,0,0,,,,0.3333333333333333,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,9,0
noobie,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.029411764705882353,1.0,0.0,1.0,0,0,6,0
topic,46,1,39,0.0,0.0,0.10869565217391304,1.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,1.0,1.0,0.0,1.0,1.4736842105263157,0.66626457685652396,0.0,0.078947368421052627,1.4615384615384615,0,0,5,0
heard,26,0,25,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.04,0.66079840613120366,0.0,0.0,1.04,0,0,5,0
intcon,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.91907514450867056,0.0,0.0,1.0,0,0,6,0
posing,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.48484848484848486,0.0,0.0,1.0,0,1,6,0
refine,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.74416666666666664,0.0,0.0,1.0,0,0,6,0
dxf,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.49315068493150682,0.0,0.0,1.0,0,0,3,0
ocfastmode,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,10,0
clothing,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.86434108527131781,0.0,0.0,1.0,0,1,8,0
occur,10,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.1111111111111112,0.46739546071279953,0.0,0.1111111111111111,1.1111111111111112,0,0,5,0
redundancy,5,0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.63124691895026819,0.0,0.0,1.0,0,0,10,0
brettbeauregard,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,15,0
fortunately,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.082706766917293228,0.0,0.0,1.0,0,0,11,0
discussion,6,0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.46131965655643309,0.0,0.0,1.0,0,0,10,0
bonds,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.82178217821782173,0.0,0.0,1.0,1,0,5,0
grippers,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.48717948717948717,0.0,0.0,1.0,1,0,8,0
freezes,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.86956521739130432,0.0,0.0,1.0,1,0,7,0
write,85,3,74,0.011764705882352941,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33730158730158727,0.33333333333333331,0.0,1.9014084507042253,0.41618776252422374,0.014084507042253521,0.0,1.9166666666666667,0,0,5,0
criterion,4,0,2,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.71977620332883485,0.0,0.0,2.0,0,0,9,0
flann,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.91463414634146345,0.0,0.0,1.0,0,0,5,0
msmo,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
firmataserial,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,10.0,0.4756756756756757,0.0,0.0,10.0,0,0,13,0
allowable,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.73913043478260865,0.0,0.0,1.0,0,0,9,0
economy,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,,0,0,2.0,0.15833333333333333,0.0,0.0,2.0,0,0,7,0
product,34,3,28,0.14705882352941177,0.0,0.0,1.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.58214285714285718,0.0,0.0,1.48,0.63204421767396002,0.0,0.040000000000000001,1.6000000000000001,0,0,7,0
distancepercount,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.52702702702702697,0.0,0.0,2.0,0,0,16,0
zimmerman,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,9,0
itead,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.39130434782608697,0.0,0.0,1.0,0,0,5,0
weither,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.97297297297297303,0.0,0.0,1.0,0,0,7,0
unobtrusive,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,11,0
pasting,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.70967741935483875,0.0,0.0,1.0,0,1,7,0
uint,0,0,0,,,,0.42168674698795183,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
drastic,3,0,3,0.66666666666666663,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.3426051902242378,0.0,0.0,1.0,0,0,7,0
ascertain,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.32067510548523209,0.0,0.0,1.0,0,0,9,0
compatibility,10,4,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64107142857142863,0.0,0.0,1.2,0.62763232561139981,0.0,0.0,1.25,0,0,13,0
lifting,15,3,13,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35555555555555557,0.66666666666666663,0.0,1.2,0.46830545191743678,0.0,0.10000000000000001,1.25,0,1,7,0
recursive,4,2,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49242424242424243,0.5,0.0,1.5,0.2184931506849315,0.0,0.0,1.6666666666666667,0,0,9,0
scmp,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
opto,2,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.61674776966747769,0.0,0.0,1.0,0,0,4,0
remember,16,0,15,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0666666666666667,0.37681245847737832,0.0,0.0,1.0666666666666667,0,0,8,0
whenever,17,0,17,0.41176470588235292,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.34003438041747019,0.17647058823529413,0.0,1.0,0,0,8,0
explicit,6,0,6,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.74731598113191389,0.0,0.0,1.0,0,0,8,0
ghz,15,2,9,0.93333333333333335,0.0,0.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666666666666666,0.0,0.0,1.0,0.60714285714285721,0.0,0.0,2.0,0.63881115593493742,0.0,0.14285714285714285,2.2857142857142856,0,0,3,0
yawstabpidcontroller,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,20,0
accelerated,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.3030382399161865,0.0,0.0,1.0,0,0,11,0
kurt,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.03614457831325301,0.0,0.0,1.0,0,0,4,0
vocs,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.26126126126126126,0.0,0.0,1.0,1,0,4,0
anshulspc,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,9,0
typical,22,3,22,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17777777777777778,1.0,0.0,1.0,0.48989622251911563,0.0,0.0,1.1000000000000001,0,0,7,0
yocto,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.088235294117647065,0.0,0.0,1.0,0,0,5,0
approx,15,0,15,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.6000000000000001,0.39466044395415667,0.0,0.0,1.6000000000000001,0,0,6,0
serving,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,1,7,0
somethhing,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.52631578947368418,0.0,0.0,1.0,0,1,10,0
indeed,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.63770065926647335,0.0,0.0,1.0,0,0,6,0
displayed,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.17662473794549266,0.0,0.0,1.0,0,0,9,0
cols,0,0,0,,,,0.6,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,4,0
funtions,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,,0,0,1.0,1,0,8,0
brain,18,2,14,0.16666666666666666,0.0,0.1111111111111111,1.0,0.0,0.0,0.055555555555555552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.3333333333333333,0.50949346550781871,0.0,0.083333333333333329,1.5,0,0,5,0
avrdude,11,0,3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,5.333333333333333,0.37167201579515013,0.0,0.0,5.333333333333333,0,0,7,0
tablets,3,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.49927020616675782,0.0,0.0,1.0,1,0,7,0
statistical,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.33870967741935482,0.0,0.0,1.0,0,0,11,0
accex,0,0,0,,,,0.8888888888888888,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,5,0
ddrb,3,0,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.36201393019876199,0.0,0.0,1.0,0,0,4,0
erro,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,24.666666666666668,0.79946325995302248,0.0,0.0,24.666666666666668,0,0,4,0
cold,5,0,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,5.0,0.80212765957446808,0.0,0.0,5.0,0,0,4,0
still,264,7,221,0.026515151515151516,0.003787878787878788,0.003787878787878788,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.003787878787878788,0.0,0.011363636363636364,0.0,0.0,1.0,0.51836734693877551,0.14285714285714285,0.14285714285714285,1.205607476635514,0.57629966054437409,0.014018691588785047,0.0,1.2268518518518519,0,0,5,0
ieee,10,0,5,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.2000000000000002,0.78180229604465168,0.0,0.0,2.2000000000000002,0,0,4,0
birds,3,0,3,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3333333333333333,0.6220334182951005,0.0,0.0,1.3333333333333333,1,0,5,0
ddrd,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.54277286135693215,0.0,0.0,1.0,0,0,4,0
datagramsocket,2,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.19560502993018947,0.0,0.0,2.0,0,0,14,0
tending,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.63941727053140096,0.0,0.0,1.0,0,1,7,0
